,x,y,2G,3G,4G,latitude,longitude
2426,535232.0,6201295.0,0,1,0,42.8922,0.9847
6108,698342.0,6199261.0,0,1,1,42.8928,2.9797
5549,672219.0,6199354.0,0,1,1,42.8931,2.6602
2849,567380.0,6200897.0,0,1,0,42.8952,1.3778
1538,445629.0,6204549.0,0,1,0,42.8953,-0.1119
1655,459656.0,6204017.0,0,1,0,42.8953,0.0597
3189,588689.0,6200667.0,0,1,1,42.8968,1.6385
2654,558435.0,6201479.0,0,1,0,42.8988,1.2683
3503,614697.0,6200500.0,0,1,0,42.8989,1.9566
3900,635464.0,6200263.0,0,1,1,42.8989,2.2106
5608,674829.0,6200442.0,0,1,1,42.903,2.6921
2463,538412.0,6202455.0,0,1,0,42.9033,1.0232
3635,620926.0,6201198.0,0,1,0,42.9058,2.0327
3275,597861.0,6202716.0,0,1,0,42.9166,1.7503
4769,653651.0,6202137.0,0,1,0,42.9171,2.4329
6052,695616.0,6202168.0,0,1,1,42.9189,2.9464
12246,1225323.0,6223768.0,0,1,0,42.9206,9.435
3224,592878.0,6203332.0,0,1,0,42.9214,1.6892
3453,611221.0,6203336.0,0,1,0,42.9239,1.9136
1887,487894.0,6206387.0,0,1,0,42.9255,0.404
5993,692932.0,6203135.0,0,1,0,42.9276,2.9135
3130,584971.0,6204204.0,0,1,1,42.928,1.5922
3391,605752.0,6204166.0,0,1,1,42.9307,1.8465
12255,1227829.0,6225708.0,0,1,0,42.9361,9.4675
3954,637839.0,6204410.0,0,1,1,42.9364,2.2392
1710,466473.0,6208431.0,0,1,1,42.9372,0.1411
2968,574258.0,6205801.0,0,1,0,42.9406,1.4608
5031,657512.0,6204743.0,0,1,0,42.9408,2.4799
2309,525011.0,6207007.0,0,1,0,42.9411,0.8578
3393,606078.0,6205566.0,0,1,1,42.9433,1.8503
3083,580541.0,6206007.0,0,1,0,42.9435,1.5376
1849,484990.0,6208714.0,0,1,0,42.9456,0.3675
1071,404599.0,6211934.0,0,1,0,42.9459,-0.6174
