,x,y,2G,3G,4G,latitude,longitude
13720,700206.0,6185463.0,0,1,1,42.7687,3.0025
6461,575321.0,6186750.0,1,0,0,42.7695,1.4783
4641,501577.0,6188608.0,1,1,1,42.7696,0.578
13276,689472.0,6185684.0,0,1,0,42.7706,2.8715
13660,698742.0,6185721.0,1,1,1,42.771,2.9846
3967,472627.0,6189755.0,1,0,0,42.7714,0.2244
7070,598453.0,6186742.0,1,1,0,42.773,1.7606
6666,580660.0,6187169.0,1,1,0,42.7741,1.5433
6958,592353.0,6187072.0,1,1,1,42.7751,1.6861
13119,685526.0,6186247.0,1,1,0,42.7756,2.8233
12724,675581.0,6186331.0,1,1,1,42.7761,2.7019
13462,693524.0,6186429.0,1,1,1,42.7774,2.921
13689,699488.0,6186504.0,1,1,0,42.7781,2.9938
9792,649099.0,6186729.0,0,1,0,42.7783,2.3787
10706,652534.0,6186733.0,0,1,0,42.7786,2.4206
13556,696143.0,6186637.0,1,1,1,42.7793,2.9529
12989,682509.0,6186781.0,1,1,1,42.7803,2.7865
3885,467415.0,6191271.0,1,1,1,42.7833,0.1602
6430,574881.0,6188362.0,1,1,0,42.7839,1.4725
4686,503940.0,6190139.0,0,1,1,42.784,0.6063
7579,616323.0,6187872.0,0,1,0,42.7855,1.9785
13842,702767.0,6187460.0,1,1,1,42.7867,3.0338
5816,560827.0,6189017.0,1,1,1,42.7872,1.3008
24586,1229133.0,6209210.0,1,1,1,42.7873,9.4669
4670,503187.0,6190638.0,1,0,0,42.7883,0.5969
4419,493180.0,6190998.0,1,1,1,42.7887,0.4746
13617,697774.0,6187768.0,0,1,1,42.7894,2.9728
8765,642699.0,6188025.0,0,1,0,42.7895,2.3004
8217,632969.0,6188136.0,1,1,0,42.7896,2.1816
4348,490852.0,6191232.0,1,1,0,42.7902,0.4461
11326,655482.0,6188017.0,0,1,0,42.7903,2.4565
3694,456173.0,6192488.0,1,1,0,42.7905,0.0225
4228,486401.0,6191414.0,1,1,1,42.7905,0.3918
