cluster,x,y,2G,3G,4G,latitude,longitude
436,197305.0,6854247.0,1,0,0,48.5928,-3.8251
436,197431.0,6840277.0,1,1,1,48.4677,-3.8071
436,197961.0,6853959.0,1,1,1,48.5907,-3.8159
374,198051.0,6771047.0,1,1,0,47.8475,-3.7192
405,198739.0,6775449.0,1,1,1,47.8875,-3.715
436,199783.0,6853075.0,1,1,1,48.5842,-3.7903
436,199853.0,6847426.0,1,1,1,48.5336,-3.7828
436,199933.0,6865526.0,1,1,0,48.6959,-3.8028
436,199938.0,6865539.0,1,1,1,48.696,-3.8027
405,200505.0,6826687.0,1,1,1,48.3482,-3.75
405,200574.0,6791060.0,1,1,1,48.0289,-3.7083
405,200606.0,6827985.0,1,1,1,48.3599,-3.7501
405,200763.0,6781025.0,1,1,1,47.939,-3.6943
436,201084.0,6833447.0,1,1,1,48.4093,-3.75
405,201110.0,6788147.0,1,1,1,48.0032,-3.6978
436,201331.0,6852484.0,1,1,0,48.5801,-3.7687
405,202751.0,6814643.0,1,1,1,48.242,-3.706
405,203001.0,6776060.0,1,1,1,47.8962,-3.6589
374,204535.0,6766984.0,1,1,1,47.816,-3.6282
436,204556.0,6846091.0,1,1,0,48.5253,-3.7178
436,204556.0,6846091.0,1,1,1,48.5253,-3.7178
436,205118.0,6859432.0,1,1,1,48.6453,-3.7256
405,205434.0,6792799.0,1,1,1,48.0482,-3.6453
375,207676.0,6764879.0,1,1,0,47.7995,-3.5841
436,208220.0,6851140.0,1,1,0,48.5733,-3.6741
405,208803.0,6824936.0,1,1,1,48.3389,-3.6364
405,208975.0,6811716.0,1,1,0,48.2205,-3.6192
436,209718.0,6862629.0,1,1,1,48.6774,-3.667
406,210216.0,6774227.0,1,1,1,47.8852,-3.5606
375,210477.0,6761762.0,1,1,1,47.7736,-3.5433
406,210652.0,6801711.0,1,1,1,48.132,-3.5854
375,210740.0,6771713.0,1,1,1,47.8631,-3.5508
406,211323.0,6806762.0,1,1,1,48.1778,-3.5821
406,211932.0,6816316.0,1,1,0,48.2639,-3.5846
375,211963.0,6772634.0,1,1,1,47.8722,-3.5356
436,212684.0,6859535.0,1,1,1,48.6519,-3.6233
406,213133.0,6782478.0,1,1,1,47.9614,-3.5308
436,213233.0,6849134.0,1,1,1,48.5591,-3.6041
406,213260.0,6818431.0,1,1,0,48.2839,-3.5692
436,213271.0,6844582.0,1,1,0,48.5183,-3.5985
375,213838.0,6769178.0,1,1,1,47.8426,-3.5068
406,214110.0,6816461.0,1,1,1,48.2669,-3.5556
375,214730.0,6763202.0,1,1,1,47.7897,-3.4883
437,215060.0,6844637.0,1,1,1,48.5202,-3.5744
375,215527.0,6745646.0,1,1,1,47.6328,-3.4586
375,215798.0,6757132.0,0,1,0,47.736,-3.4675
406,216718.0,6791699.0,1,1,1,48.0467,-3.4931
437,217011.0,6872864.0,1,1,1,48.7747,-3.5799
437,217011.0,6872874.0,1,1,0,48.7747,-3.5799
437,217220.0,6832663.0,1,1,0,48.4144,-3.5318
437,217335.0,6849540.0,1,0,0,48.5658,-3.5492
406,217414.0,6798799.0,1,1,1,48.1109,-3.4916
375,217931.0,6756937.0,1,1,0,47.7358,-3.4389
437,218313.0,6864955.0,1,1,1,48.7047,-3.5533
375,218429.0,6764789.0,1,1,1,47.8066,-3.4408
375,218483.0,6771409.0,1,1,1,47.8661,-3.4473
437,218547.0,6866823.0,1,1,0,48.7217,-3.5522
375,218726.0,6756862.0,1,1,1,47.7357,-3.4282
437,218807.0,6873729.0,1,1,1,48.7838,-3.5565
437,219239.0,6870867.0,1,1,0,48.7584,-3.5474
437,219239.0,6870867.0,1,1,1,48.7584,-3.5474
375,219491.0,6753913.0,1,1,0,47.7098,-3.4149
437,219804.0,6863442.0,1,1,1,48.6923,-3.5314
375,219967.0,6762022.0,1,1,1,47.7829,-3.4173
406,220462.0,6785158.0,1,1,1,47.9908,-3.4359
437,220496.0,6837929.0,1,1,0,48.4641,-3.4936
406,220669.0,6810198.0,1,1,1,48.2156,-3.4606
406,221247.0,6815527.0,1,1,0,48.2638,-3.4587
375,221339.0,6757466.0,1,1,1,47.7431,-3.3941
437,221364.0,6872279.0,1,1,0,48.7727,-3.5202
437,221364.0,6872279.0,1,1,1,48.7727,-3.5202
437,221467.0,6844806.0,1,1,1,48.5265,-3.4881
406,221620.0,6779586.0,1,1,1,47.9417,-3.4144
375,221641.0,6754776.0,1,1,1,47.7192,-3.3872
375,221657.0,6768425.0,1,1,1,47.8416,-3.4018
437,221776.0,6857315.0,1,1,1,48.6388,-3.4979
375,221807.0,6759775.0,1,1,1,47.7641,-3.3904
406,221902.0,6827423.0,1,1,1,48.3709,-3.463
437,222198.0,6869912.0,1,1,1,48.7521,-3.5062
375,222474.0,6756947.0,1,1,1,47.7392,-3.3785
375,223164.0,6758270.0,1,1,1,47.7516,-3.3707
375,223315.0,6759084.0,1,1,1,47.759,-3.3696
437,223366.0,6876055.0,1,1,1,48.808,-3.4972
437,223482.0,6848009.0,1,1,1,48.5567,-3.4644
375,223544.0,6756325.0,1,1,1,47.7344,-3.3636
375,224162.0,6757536.0,1,1,1,47.7457,-3.3567
437,224198.0,6866805.0,1,1,0,48.7257,-3.4756
437,224218.0,6866850.0,1,1,1,48.7261,-3.4754
437,224612.0,6878569.0,1,1,0,48.8314,-3.4831
406,224712.0,6816468.0,1,1,1,48.2747,-3.4132
437,224776.0,6871763.0,1,1,1,48.7706,-3.4733
437,224781.0,6853326.0,1,1,1,48.6053,-3.4528
375,224857.0,6770302.0,1,1,1,47.8608,-3.3611
406,224871.0,6821383.0,1,1,0,48.3189,-3.4164
375,224874.0,6762219.0,1,1,1,47.7883,-3.3522
437,225281.0,6867693.0,1,1,0,48.7344,-3.462
437,225281.0,6867693.0,1,1,1,48.7344,-3.462
375,225387.0,6763769.0,1,1,1,47.8025,-3.3471
437,225443.0,6830686.0,1,1,1,48.4028,-3.4189
375,225535.0,6759840.0,1,1,1,47.7674,-3.3409
375,225674.0,6761063.0,1,1,1,47.7785,-3.3403
375,225764.0,6758716.0,1,1,1,47.7575,-3.3366
437,225767.0,6870501.0,1,1,1,48.76,-3.4585
375,225896.0,6753871.0,1,1,1,47.7141,-3.3297
437,226569.0,6872890.0,1,1,1,48.782,-3.4503
406,226869.0,6790463.0,1,1,1,48.0431,-3.356
437,227030.0,6867642.0,1,1,0,48.7353,-3.4382
437,227290.0,6830096.0,1,1,0,48.3988,-3.3934
437,227315.0,6864196.0,1,1,1,48.7046,-3.4305
375,227532.0,6762172.0,1,0,0,47.7898,-3.3168
437,227579.0,6869355.0,1,1,1,48.751,-3.4327
406,227807.0,6777298.0,1,1,1,47.9257,-3.3293
437,227856.0,6876804.0,1,1,0,48.818,-3.4371
437,228274.0,6870365.0,1,1,1,48.7606,-3.4243
406,228307.0,6800106.0,1,1,0,48.1306,-3.3472
437,228730.0,6853656.0,1,1,1,48.6111,-3.3998
437,228988.0,6846166.0,1,0,0,48.5442,-3.3881
437,229495.0,6866358.0,1,1,1,48.7256,-3.4034
344,230032.0,6708599.0,1,1,0,47.3108,-3.2271
437,230416.0,6873231.0,1,1,0,48.7878,-3.3985
437,230461.0,6873300.0,1,1,1,48.7885,-3.3979
437,230769.0,6864218.0,1,1,0,48.7073,-3.3838
375,230979.0,6763114.0,1,1,1,47.8007,-3.2719
344,231228.0,6713176.0,1,1,1,47.3528,-3.2161
406,231693.0,6783632.0,1,1,1,47.9853,-3.2842
437,231961.0,6848343.0,1,1,1,48.5658,-3.3503
375,231983.0,6752152.0,1,1,1,47.7031,-3.247
375,231992.0,6766224.0,1,1,1,47.8293,-3.2617
406,232057.0,6811106.0,1,1,1,48.232,-3.3087
375,232439.0,6762641.0,1,1,1,47.7975,-3.252
